board/model,eol,aue,cr_stable,cros_stable,cr_beta,cros_beta,cr_dev,cros_dev,cr_canary,cros_canary,cr_148,cros_148,cr_147,cros_147,cr_146,cros_146,cr_145,cros_145,
reven,False,False,148.0.7778.214,16640.51.0,149.0.7827.40,16667.22.0,150.0.7850.0_pre1634046,16695.0.0,116.0.5802.0,15483.0.0,148.0.7778.214,16640.51.0,147.0.7727.147,16610.57.0,146.0.7680.199,16581.61.0,145.0.7632.216,16552.59.0
